" Nom de la classe d’actions"," Classe d’actifs","Devise","ISIN"," Date de valorisation","VL"," Evolution quotidienne en valeur"," Evolution quotidienne en %"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.11.2021"," 380,7437"," -2,3050"," -0,6018"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.11.2021"," 383,0487"," 0,1034"," 0,0270"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.11.2021"," 382,9453"," -0,4764"," -0,1242"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.11.2021"," 383,4217"," -3,0739"," -0,7953"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.11.2021"," 386,4956"," 2,5142"," 0,6548"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.11.2021"," 383,9814"," -0,2822"," -0,0734"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.11.2021"," 384,2636"," -0,5435"," -0,1412"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.11.2021"," 384,8071"," -3,3031"," -0,8511"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.11.2021"," 388,1102"," 1,3587"," 0,3513"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.11.2021"," 386,7515"," 0,7232"," 0,1873"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.11.2021"," 386,0283"," 2,1274"," 0,5542"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.11.2021"," 383,9009"," 3,8615"," 1,0161"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.11.2021"," 380,0394"," -3,2157"," -0,8390"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.11.2021"," 383,2551"," 0,6010"," 0,1571"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.11.2021"," 382,6541"," 4,1151"," 1,0871"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.10.2021"," 378,5390"," -0,1204"," -0,0318"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.10.2021"," 378,6594"," 0,5472"," 0,1447"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.10.2021"," 378,1122"," -0,7251"," -0,1914"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.10.2021"," 378,8373"," 3,0733"," 0,8179"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.10.2021"," 375,7640"," -0,6155"," -0,1635"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.10.2021"," 376,3795"," 2,7527"," 0,7368"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.10.2021"," 373,6268"," 0,8406"," 0,2255"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.10.2021"," 372,7862"," 1,7302"," 0,4663"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.10.2021"," 371,0560"," 2,9631"," 0,8050"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.10.2021"," 368,0929"," -1,6501"," -0,4463"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.10.2021"," 369,7430"," 4,1641"," 1,1390"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.10.2021"," 365,5789"," 5,6093"," 1,5583"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.10.2021"," 359,9696"," -0,3670"," -0,1018"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.10.2021"," 360,3366"," -0,2777"," -0,0770"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.10.2021"," 360,6143"," -2,0287"," -0,5594"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.10.2021"," 362,6430"," 1,2508"," 0,3461"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.10.2021"," 361,3922"," 5,6846"," 1,5981"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.10.2021"," 355,7076"," -2,8418"," -0,7926"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.10.2021"," 358,5494"," -2,5196"," -0,6978"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.10.2021"," 361,0690"," 2,2771"," 0,6347"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.10.2021"," 358,7919"," -4,0104"," -1,1054"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.09.2021"," 362,8023"," 0,3413"," 0,0942"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.09.2021"," 362,4610"," -2,3842"," -0,6535"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.09.2021"," 364,8452"," -5,8540"," -1,5792"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.09.2021"," 370,6992"," 0,3418"," 0,0923"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.09.2021"," 370,3574"," -1,7738"," -0,4767"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.09.2021"," 372,1312"," 3,2761"," 0,8882"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.09.2021"," 368,8551"," 0,8361"," 0,2272"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.09.2021"," 368,0190"," 3,2613"," 0,8941"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.09.2021"," 364,7577"," -9,5315"," -2,5466"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.09.2021"," 374,2892"," 0,4653"," 0,1245"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.09.2021"," 373,8239"," 1,1249"," 0,3018"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.09.2021"," 372,6990"," -2,6867"," -0,7157"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.09.2021"," 375,3857"," 0,9459"," 0,2526"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.09.2021"," 374,4398"," -1,6284"," -0,4330"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.09.2021"," 376,0682"," 1,4668"," 0,3916"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.09.2021"," 374,6014"," -1,3951"," -0,3710"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.09.2021"," 375,9965"," -2,1424"," -0,5666"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.09.2021"," 378,1389"," -1,1779"," -0,3105"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.09.2021"," 379,3168"," 1,5728"," 0,4164"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.09.2021"," 377,7440"," -0,1940"," -0,0513"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.09.2021"," 377,9380"," 0,9547"," 0,2532"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.09.2021"," 376,9833"," 0,8549"," 0,2273"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.08.2021"," 376,1284"," 0,1981"," 0,0527"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.08.2021"," 375,9303"," 2,1806"," 0,5834"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.08.2021"," 373,7497"," 0,2687"," 0,0719"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.08.2021"," 373,4810"," -0,3131"," -0,0838"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.08.2021"," 373,7941"," 0,8928"," 0,2394"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.08.2021"," 372,9013"," 1,7174"," 0,4627"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.08.2021"," 371,1839"," 4,9185"," 1,3429"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.08.2021"," 366,2654"," 3,2523"," 0,8959"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.08.2021"," 363,0131"," -7,1317"," -1,9267"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.08.2021"," 370,1448"," 0,4824"," 0,1305"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.08.2021"," 369,6624"," -0,5736"," -0,1549"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.08.2021"," 370,2360"," -1,1382"," -0,3065"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.08.2021"," 371,3742"," 2,0270"," 0,5488"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.08.2021"," 369,3472"," -1,2261"," -0,3309"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.08.2021"," 370,5733"," -0,1848"," -0,0498"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.08.2021"," 370,7581"," 0,3527"," 0,0952"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.08.2021"," 370,4054"," 0,3495"," 0,0944"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.08.2021"," 370,0559"," -0,2856"," -0,0771"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.08.2021"," 370,3415"," -0,1665"," -0,0449"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.08.2021"," 370,5080"," 1,7503"," 0,4746"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.08.2021"," 368,7577"," -0,1437"," -0,0390"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.08.2021"," 368,9014"," 1,6941"," 0,4613"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.07.2021"," 367,2073"," -0,7058"," -0,1918"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.07.2021"," 367,9131"," 3,5562"," 0,9760"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.07.2021"," 364,3569"," -0,6948"," -0,1903"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.07.2021"," 365,0517"," -0,8945"," -0,2444"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.07.2021"," 365,9462"," -0,0102"," -0,0028"
